"ID_CODE","SIMPLIFIED","TRADITIONAL","PINYIN","TYPE","DESCRIPTION","HSK_LEVEL","MESURE_WORD","SYNONYME","SEE_ALSO"
"4247","讨厌","討厭","tǎoyàn","(形) adjective, (动) verb","to dislike; to loathe; disagreeable; troublesome; annoying","4","","",""
"4248","讨论","討論","tǎolùn","(名) noun, (动) verb","to discuss; to talk over","4","个","",""
"4249","让","讓","ràng","(形) adjective, (动) verb","to yield; to permit; to let somebody do something; to have somebody do something","2","","",""
"4250","让步","讓步","ràngbù","(动) verb","to concede; to give in; to yield; a concession","6","","",""
"4251","训练","訓練","xùnliàn","(名) noun, (动) verb","to train; to drill; training","5","个","",""
"4252","议论","議論","yìlùn","(动) verb","to comment; to talk about; to discuss; discussion","5","个","",""
"4253","记录","記錄","jìlù","(名) noun, (动) verb","to record; record (written account); record (in sports etc)","5","个","",""
"4254","记得","記得","jìde","(形) adjective, (动) verb","to remember","3","","",""
"4255","记忆","記憶","jìyì","(名) noun, (动) verb","to remember; to recall; memory","5","个","",""
"4256","记性","","jìxìng","","memory","","","",""
"4257","记者","記者","jìzhě","(名) noun","reporter; journalist","4","个","",""
"4258","记载","記載","jìzǎi","(动) verb","to write down; to record; written account","6","","",""
"4259","讲","講","jiǎng","(动) verb","to speak; to explain; to negotiate; to emphasise; to be particular about; as far as something is concerned; speech; lecture","3","","",""
"4260","讲座","講座","jiǎngzuò","(名) noun","a course of lectures","5","个","",""
"4261","讲究","講究","jiǎngjiu","(形) adjective, (动) verb","to pay particular attention to; exquisite; aesthetic","5","","",""
"4262","许可","許可","xǔkě","(动) verb","to allow; to permit","6","","",""
"4263","许多","許多","xǔduō","(名) noun, (形) adjective","many; a lot of; much","4","","",""
"4264","论坛","論壇","lùntán","(名) noun","forum (for discussion)","6","","",""
"4265","论文","論文","lùnwén","(名) noun","paper; treatise; thesis; to discuss a paper or thesis (old)","5","篇","",""
"4266","论证","論證","lùnzhèng","(名) noun, (动) verb","to prove a point; to expound on; to demonstrate or prove (through argument); proof","6","","",""
"4267","讽刺","諷刺","fěngcì","(动) verb","to satirize; to mock; irony; satire; sarcasm","5","","",""
"4268","设备","設備","shèbèi","(名) noun","equipment; facilities; installations","5","个","",""
"4269","设想","設想","shèxiǎng","(动) verb","to imagine; to assume; to envisage; tentative plan; to have consideration for","6","","",""
"4270","设施","設施","shèshī","(名) noun","facilities; installation","5","","",""
"4271","设立","設立","shèlì","(动) verb","to set up; to establish","6","","",""
"4272","设置","設置","shèzhì","(动) verb","to set up; to install","6","","",""
"4273","设计","設計","shèjì","(名) noun, (动) verb","plan; design; to design; to plan","5","个","",""
"4274","访问","訪問","fǎngwèn","(动) verb","to visit; to call on; to interview","4","次","",""
"4275","证书","證書","zhèngshū","(名) noun","credentials; certificate","6","","",""
"4276","证件","證件","zhèngjiàn","(名) noun","paperwork; credentials","5","","",""
"4277","证实","證實","zhèngshí","(动) verb","to confirm (something to be true); to verify","6","","",""
"4278","证据","證據","zhèngjù","(名) noun","evidence; proof; testimony","5","","",""
"4279","证明","證明","zhèngmíng","(名) noun, (动) verb","proof; certificate; identification; testimonial; to prove; to testify; to confirm the truth of","4","个","",""
"4280","评价","評價","píngjià","(名) noun","to evaluate; to assess","5","","",""
"4281","评估","評估","pínggū","(动) verb","to evaluate; to assess; assessment; evaluation","6","","",""
"4282","评论","評論","pínglùn","(名) noun, (动) verb","to comment on; to discuss; comment; commentary","6","篇","",""
"4283","识别","識別","shíbié","(动) verb","to distinguish; to discern","6","","",""
"4284","诈骗","詐騙","zhàpiàn","(动) verb","to defraud; to swindle; to blackmail","6","","",""
"4285","诉讼","訴訟","sùsòng","(名) noun","lawsuit","6","","",""
"4286","诊断","診斷","zhěnduàn","(名) noun, (动) verb","diagnosis; to diagnose","5","","",""
"4287","词典","詞典","cídiǎn","(名) noun","dictionary (of Chinese compound words); also written 辭典","4","部, 本","",""
"4288","词汇","詞彙","cíhuì","(名) noun","vocabulary; list of words (e.g. for language teaching purposes)","6","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%A9%9E%E5%8C%AF&amp;cache=81831"" class=""pinyin"">c&iacute;hu&igrave;</a> vocabulary; also written <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E8%A9%9E%E5%BD%99"">詞彙</a> (<span class=""zh"">詞匯</span>)"
"4288","词汇","","cíhuì","(名) noun","vocabulary; also written 詞彙","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%A9%9E%E5%BD%99&amp;cache=81838"" class=""pinyin"">c&iacute;hu&igrave;</a> vocabulary; list of words (e.g. for language teaching purposes) (<span class=""zh"">詞彙</span>)"
"4289","词语","詞語","cíyǔ","(名) noun","word (general term including monosyllables through to short phrases); term (e.g. technical term); expression","3","","",""
"4290","试","試","shì","(动) verb","to test; to try; experiment; examination; test","4","","",""
"4291","试卷","試卷","shìjuàn","(名) noun","examination paper; test paper","5","分, 张","",""
"4292","试图","試圖","shìtú","(动) verb","to attempt; to try","6","","",""
"4293","试验","試驗","shìyàn","(动) verb","experiment; test; experimental","6","次, 个","",""
"4294","诗","詩","shī","(名) noun","poem; poetry; verse; abbr. for Book of Songs 詩經","5","首","",""
"4295","诚实","誠實","chéngshí","(形) adjective","honest; honesty; honorable; truthful","4","","",""
"4296","诚恳","誠懇","chéngkěn","(形) adjective","sincere; honest; cordial","5","","",""
"4297","诚挚","誠摯","chéngzhì","(形) adjective","sincere; cordial","6","","",""
"4298","话筒","話筒","huàtǒng","(名) noun","microphone; (telephone) receiver; handset","6","","",""
"4299","话题","話題","huàtí","(名) noun","subject (of a talk or conversation); topic","5","","",""
"4300","诞生","誕生","dànshēng","(动) verb","to be born","6","","",""
"4301","诞辰","誕辰","dànchén","(名) noun","birthday","6","","",""
"4302","询问","詢問","xúnwèn","(动) verb","to inquire","5","","",""
"4303","详细","詳細","xiángxì","(形) adjective","detailed; in detail; minute","4","","",""
"4304","诧异","詫異","chàyì","(形) adjective","flabbergasted; astonished","6","","",""
"4305","诬陷","誣陷","wūxiàn","(动) verb","to entrap; to frame; to plant false evidence against somebody","6","","",""
"4306","语气","語氣","yǔqì","(名) noun","tone; manner of speaking; mood","5","个","",""
"4307","语法","語法","yǔfǎ","(名) noun","grammar","4","None","",""
"4308","语言","語言","yǔyán","(名) noun","language","4","门, 种","",""
"4309","误会","誤會","wùhuì","(名) noun, (形) adjective","to misunderstand; to mistake; misunderstanding","4","个","",""
"4310","误差","誤差","wùchā","(名) noun","difference; error; inaccuracy","6","","",""
"4311","误解","誤解","wùjiě","(形) adjective","to misunderstand; to misread; misunderstanding","6","","",""
"4312","诱惑","誘惑","yòuhuò","(动) verb","to entice; to lure; to induce; to attract","6","","",""
"4313","说不定","說不定","shuōbudìng","(副) adverb","can't say for sure; maybe","5","","",""
"4314","说明","說明","shuōmíng","(名) noun, (动) verb","to explain; to illustrate; to indicate; to show; to prove; explanation; directions; caption","4","个","",""
"4315","说服","說服","shuōfú","(动) verb","to persuade; to convince; to talk somebody over","5","","",""
"4316","说话","說話","shuōhuà","(动宾式) verb object","to speak; to say; to talk; to gossip; to tell stories; talk; word","1","","",""
"4317","请","請","qǐng","(动) verb","to ask; to invite; please (do something); to treat (to a meal etc); to request","1","","",""
"4318","请假","請假","qǐngjià","(动宾式) verb object","to request leave of absence","4","","",""
"4319","请客","請客","qǐngkè","(动宾式) verb object","to give a dinner party; to entertain guests; to invite to dinner","4","","",""
"4320","请帖","請帖","qǐngtiě","(名) noun","invitation card; written invitation","6","","",""
"4321","请教","請教","qǐngjiào","(动) verb","to ask for guidance; to consult","6","","",""
"4322","请柬","請柬","qǐngjiǎn","(名) noun","invitation card; written invitation","6","","",""
"4323","请求","請求","qǐngqiú","(动) verb","request","5","个","",""
"4324","请示","請示","qǐngshì","(动) verb","to ask for instructions","6","","",""
"4325","诸位","諸位","zhūwèi","(代) pronoun","(pron) everyone; Ladies and Gentlemen; Sirs","6","","",""
"4326","读","讀","dú","(动) verb","to read; to study; reading of word (i.e. pronunciation), similar to 拼音","1","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%AE%80&amp;cache=83107"" class=""pinyin"">d&ograve;u</a> comma; phrase marked by pause"
"4326","读","","dòu","(名) noun","comma; phrase marked by pause","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%AE%80&amp;cache=83108"" class=""pinyin"">d&uacute;</a> to read; to study; reading of word (i.e. pronunciation), similar to <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E6%8B%BC%E9%9F%B3"">拼音</a>"
"4327","诽谤","誹謗","fěibàng","(动) verb","to slander; to libel","6","","",""
"4328","课","課","kè","(名) noun, (量) measure word","subject; course; class; lesson; to levy; tax; form of divination","2","门, 堂, 节","",""
"4329","课程","課程","kèchéng","(名) noun","course; academic program","5","堂, 节, 门, 节","",""
"4330","课题","課題","kètí","(名) noun","task; problem; issue","6","道","",""
"4331","谁","誰","shéi","(名) noun, (疑问代) question pronoun, (疑) question word","who","1","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%AA%B0&amp;cache=147183"" class=""pinyin"">shu&iacute;</a> who"
"4331","谁","","shuí","(名) noun, (疑问代) question pronoun, (疑) question word","who","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%AA%B0&amp;cache=82367"" class=""pinyin"">sh&eacute;i</a> who"
"4332","调剂","調劑","tiáojì","(动) verb","to adjust; to balance; to make up a medical prescription","6","","",""
"4333","调动","調動","diàodòng","(动) verb","to transfer; to maneuver (troops etc); to mobilize; to bring into play","6","","",""
"4334","调和","調和","tiáohé","(形) adjective, (动) verb","harmonious; to mediate; to reconcile; to compromise; mediation; to mix; to blend; blended; to season; seasoning; to placate","6","","",""
"4335","调整","調整","tiáozhěng","(动) verb","to adjust; adjustment; revision","5","个","",""
"4336","调料","調料","tiáoliào","(名) noun","condiment; seasoning; flavoring","6","","",""
"4337","调查","調查","diàochá","(动) verb","investigation; inquiry; to investigate; to survey; survey; (opinion) poll","4","项, 个","",""
"4338","调皮","調皮","tiáopí","(形) adjective","naughty; mischievous; unruly","5","","",""
"4339","调节","調節","tiáojié","(动) verb","to adjust; to regulate; to harmonize; to reconcile (accountancy etc)","6","","",""
"4340","调解","調解","tiáojiě","(动) verb","to mediate; to bring parties to an agreement","6","","",""
"4341","谅解","諒解","liàngjiě","(形) adjective","to understand; to make allowances for; understanding","6","","",""
"4342","谈","談","tán","(动) verb","to speak; to talk; to converse; to chat; to discuss; (Chinese surname)","4","","",""
"4343","谈判","談判","tánpàn","(动) verb","to negotiate; negotiation; talks; conference","5","个","",""
"4344","谋求","謀求","móuqiú","(动) verb","to seek; to strive for","6","","",""
"4345","谜语","謎語","míyǔ","(名) noun","riddle; conundrum","5","句","",""
"4346","谢绝","謝絕","xièjué","(动) verb","to refuse politely","6","","",""
"4347","谢谢","謝謝","xièxie","(形) adjective, (习惯用语) idiomatic expression","to thank; thanks","1","","",""
"4348","谣言","謠言","yáoyán","(名) noun","rumor","6","","",""
"4349","谦虚","謙虛","qiānxū","(形) adjective","modest; self-effacing; to make modest remarks","5","","",""
"4350","谦逊","謙遜","qiānxùn","(形) adjective","humble; modest; unpretentious; modesty","6","","",""
"4351","谨慎","謹慎","jǐnshèn","(形) adjective","cautious; prudent","5","","",""
"4352","谴责","譴責","qiǎnzé","(名) noun","to denounce; to condemn; to criticize; condemnation; criticism","6","","",""
"4353","豆腐","Same","dòufu","(名) noun","tofu; bean curd","5","块","",""
"4354","象征","象徵","xiàngzhēng","(名) noun, (形) adjective","emblem; symbol; token; badge; to symbolize; to signify; to stand for","5","","",""
"4355","象棋","Same","xiàngqí","(名) noun","Chinese chess","5","副","",""
"4356","豪华","豪華","háohuá","(形) adjective","luxurious","5","","",""
"4357","豪迈","豪邁","háomài","(形) adjective","bold; open-minded; heroic","6","","",""
"4358","贝壳","貝殼","bèiké","(名) noun","shell; conch; cowry; mother of pearl; hard outer skin; alternative reading [bei4 qiao4], mostly written","6","","",""
"4359","负担","負擔","fùdān","(名) noun, (动) verb","burden; to bear a burden","6","","",""
"4360","负责","負責","fùzé","(形) adjective, (动) verb","to be in charge of; to take responsibility for; to be to blame; conscientious","4","","",""
"4361","贡献","貢獻","gòngxiàn","(名) noun, (动) verb","to contribute; to dedicate; to devote; contribution","5","个","",""
"4362","财产","財產","cáichǎn","(名) noun","property","5","笔","",""
"4363","财务","財務","cáiwù","(名) noun","financial affairs","6","","",""
"4364","财富","財富","cáifù","(名) noun","wealth; riches","6","","",""
"4365","财政","財政","cáizhèng","(名) noun","finances (public); financial","6","","",""
"4366","责任","責任","zérèn","(名) noun","responsibility; blame; duty","4","个","",""
"4367","责备","責備","zébèi","(动) verb","to blame; to criticize; condemnation; reproach","5","","",""
"4368","责怪","責怪","zéguài","(动) verb","to blame; to rebuke","6","","",""
"4369","贤惠","賢惠","xiánhuì","(形) adjective","chaste; virtuous","6","","",""
"4370","贤惠","賢惠","xiánhuì","(形) adjective","chaste; virtuous","6","","",""
"4371","败坏","敗壞","bàihuài","(动) verb","to ruin; to corrupt; to undermine","6","","",""
"4372","账户","賬戶","zhàng hù","(名) noun","bank account; online account","5","","",""
"4373","货币","貨幣","huòbì","(名) noun","currency; monetary; money","6","","",""
"4374","质量","質量","zhìliàng","(名) noun","quality; mass (in physics)","4","个","",""
"4375","贩卖","販賣","fànmài","(动) verb","to sell; to peddle; to traffic","6","","",""
"4376","贪婪","貪婪","tānlán","(名) noun","avaricious; greedy; rapacious; insatiable; avid","6","","",""
"4377","贪污","貪污","tānwū","(动) verb","corruption","6","","",""
"4378","贫乏","貧乏","pínfá","(形) adjective","lack; incomplete","6","","",""
"4379","贫困","貧困","pínkùn","(名) noun","impoverished; poverty","6","","",""
"4380","贬义","貶義","biǎnyì","(名) noun","derogatory sense; negative connotation","6","","",""
"4381","贬低","貶低","biǎndī","(动) verb","to belittle; to disparage; to play down; to demean; to degrade; to devalue","6","","",""
"4382","购物","購物","gòuwù","(动宾式) verb object","shopping","4","","",""
"4383","贯彻","貫徹","guànchè","(形) adjective","to implement; to put into practice; to carry out","6","","",""
"4384","贵","貴","guì","(形) adjective","expensive; noble; your (name); precious","2","","",""
"4385","贵族","貴族","guìzú","(名) noun","lord; nobility; nobleman; noblewoman; aristocrat; aristocracy","6","","",""
"4386","贷款","貸款","dàikuǎn","(名) noun, (动) verb","a loan; to provide a loan (e.g. bank); to raise a loan (from e.g. a bank)","5","笔","",""
"4387","贸易","貿易","màoyì","(名) noun","(commercial) trade","5","个","",""
"4388","费用","費用","fèiyòng","(名) noun","cost; expenditure; expense","5","笔, 个","",""
"4389","贼","賊","zéi","(名) noun","thief; traitor; wily; deceitful; evil; extremely","6","","",""
"4390","贿赂","賄賂","huìlù","(动) verb","to bribe; a bribe","6","","",""
"4391","资产","資產","zīchǎn","(名) noun","property; assets","6","","",""
"4392","资助","資助","zīzhù","(动) verb","to subsidize; to provide financial aid; subsidy","6","","",""
"4393","资料","資料","zīliào","(名) noun","material; resources; data; information; profile (Internet)","5","分, 个","",""
"4394","资本","資本","zīběn","(名) noun","capital (economics)","6","","",""
"4395","资格","資格","zīgé","(名) noun","qualifications","5","","",""
"4396","资深","資深","zīshēn","(形) adjective","senior (in terms of depth of accumulated experience); deeply qualified","6","","",""
"4397","资源","資源","zīyuán","(名) noun","natural resource (such as water or minerals); resource (such as manpower or tourism); Ziyuan county in Guilin 桂林, Guangxi","5","","",""
"4398","资金","資金","zījīn","(名) noun","funds; funding; capital","5","","",""
"4399","赋予","賦予","fùyǔ","(动) verb","to assign; to entrust (a task); to give; to bestow","6","","",""
"4400","赌博","賭博","dǔbó","(动) verb","to gamble","6","","",""
"4401","赔偿","賠償","péicháng","(动) verb","to compensate","5","","",""
"4402","赚","賺","zhuàn","(动) verb","to earn; to make a profit","4","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%B3%BA&amp;cache=84387"" class=""pinyin"">zu&agrave;n</a> to cheat; to swindle"
"4402","赚","","zuàn","","to cheat; to swindle","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%B3%BA&amp;cache=84386"" class=""pinyin"">zhu&agrave;n</a> to earn; to make a profit"
"4403","赞助","贊助","zànzhù","(动) verb","to support; to assist; to sponsor","6","","",""
"4404","赞叹","贊嘆","zàntàn","(动) verb","to sigh or gasp in admiration; high praise","6","","",""
"4405","赞同","贊同","zàntóng","(形) adjective","to approve of; to endorse; (vote) in favor","6","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%AE%9A%E5%90%8C&amp;cache=83270"" class=""pinyin"">z&agrave;nt&oacute;ng</a> to approve of; to endorse; (vote) in favor (<span class=""zh"">讚同</span>)"
"4405","赞同","","zàntóng","(动) verb","to approve of; to endorse; (vote) in favor","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%B4%8A%E5%90%8C&amp;cache=84469"" class=""pinyin"">z&agrave;nt&oacute;ng</a> to approve of; to endorse; (vote) in favor (<span class=""zh"">贊同</span>)"
"4406","赞成","贊成","zànchéng","(形) adjective","to approve; to endorse; (literary) to assist","5","","",""
"4407","赞扬","讚揚","zànyáng","(动) verb","to praise; to approve of; to show approval","6","","",""
"4408","赞美","讚美","zànměi","(动) verb","to admire; to praise; to eulogize","5","","",""
"4409","赠送","贈送","zèngsòng","(动) verb","to present as a gift","6","","",""
"4410","赢","贏","yíng","(动) verb","to beat; to win; to profit","4","","",""
"4411","赤字","Same","chìzì","(名) noun","(financial) deficit; red letter","6","","",""
"4412","赤道","Same","chìdào","(名) noun","equator (of the earth or astronomical body)","6","","",""
"4413","走","Same","zǒu","(动) verb","to walk; to go; to run; to move (of vehicle); to visit; to leave; to go away; to die (euph.); from; through; away (in compound verbs, such as 撤走); to change (shape, form, meaning)","2","","",""
"4414","走廊","Same","zǒuláng","(名) noun","corridor; aisle; hallway; colonnade; passageway; piazza; veranda","6","","",""
"4415","走漏","Same","zǒulòu","(动) verb","to leak (of information, liquid etc); to divulge","6","","",""
"4416","走私","Same","zǒusī","(动) verb","to smuggle; to have an illicit affair","6","","",""
"4417","赶快","趕快","gǎnkuài","(副) adverb","at once; immediately","5","","",""
"4418","赶紧","趕緊","gǎnjǐn","(副) adverb","hurriedly; without delay","5","","",""
"4419","起义","起義","qǐyì","(名) noun","uprising; insurrection; revolt","6","","",""
"4420","起伏","Same","qǐfú","(动) verb","to move up and down; to undulate; ups and downs","6","","",""
"4421","起初","Same","qǐchū","(副) adverb","originally; at first; at the outset","6","","",""
"4422","起哄","起鬨","qǐhòng","(动) verb","to heckle; rowdy jeering; to create a disturbance","6","","",""
"4423","起床","Same","qǐchuáng","(动宾式) verb object","to get out of bed; to get up","2","","",""
"4424","起来","起來","qǐlai","(动) verb","to stand up; to get up; (after a verb) with an upward movement","4","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%B5%B7%E4%BE%86&amp;cache=84724"" class=""pinyin"">qilai</a> (after a verb, indicates beginning or completeness)"
"4424","起来","","qilai","","(after a verb, indicates beginning or completeness)","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%B5%B7%E4%BE%86&amp;cache=84723"" class=""pinyin"">qǐlai</a> to stand up; to get up; (after a verb) with an upward movement"
"4425","起源","Same","qǐyuán","(名) noun","origin; to originate; to come from","6","","",""
"4426","起码","起碼","qǐmǎ","(形) adjective, (副) adverb","at the minimum; at the very least","6","","",""
"4427","起草","Same","qǐcǎo","(动) verb","draft (a bill); draw up (plans)","6","","",""
"4428","起飞","起飛","qǐfēi","(动) verb","to take off (in an airplane)","4","","",""
"4429","趁","Same","chèn","(介) preposition","to avail oneself of; to take advantage of","5","","",""
"4430","超市","Same","chāoshì","(名) noun","supermarket (abbr.)","3","家","",""
"4431","超级","超級","chāojí","(形) adjective","super-; ultra-; hyper-","6","","",""
"4432","超越","Same","chāoyuè","(动) verb","to surpass; to exceed; to transcend","6","","",""
"4433","超过","超過","chāoguò","(形) adjective, (动) verb","to surpass; to exceed; to outstrip","4","","",""
"4434","越","Same","yuè","(副) adverb","to exceed; to climb over; to surpass; the more... the more; generic word for peoples or states of south China or south Asia at different historical periods; abbr. for Vietnam 越南","3","","",""
"4435","趋势","趨勢","qūshì","(名) noun","trend; tendency","5","","",""
"4436","趟","Same","tàng","(量) measure word","measure word for times, round trips or rows; a time; a trip","4","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%B6%9F&amp;cache=85008"" class=""pinyin"">tāng</a> to wade; to trample; to turn the soil"
"4436","趟","","tāng","","to wade; to trample; to turn the soil","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%B6%9F&amp;cache=85009"" class=""pinyin"">t&agrave;ng</a> measure word for times, round trips or rows; a time; a trip"
"4437","趣味","Same","qùwèi","(名) noun","fun; interest; delight; taste; liking; preference","6","","",""
"4438","足以","Same","zúyǐ","(形) adjective, (副) adverb","sufficient to...; so much so that; so that","6","","",""
"4439","趴","Same","pā","(动) verb","to lie on one's stomach; to lean forward, resting one's upper body (on a desktop etc); (Taiwan) percent","6","","",""
"4440","跌","Same","diē","(形) adjective, (动) verb","to drop; to fall; to tumble","6","","",""
"4441","跑步","Same","pǎobù","(动宾式) verb object","to walk quickly; to march; to run","2","","",""
"4442","距离","距離","jùlí","(名) noun, (介) preposition","distance; to be apart","4","个","",""
"4443","跟","Same","gēn","(动) verb, (连) conjunction, (介) preposition","heel; to follow closely; to go with; to marry somebody (of woman); with; towards; as (compared to); from (different from); and (in addition to)","3","","",""
"4444","跟前","Same","gēnqián","(名) noun","in front of; close to; nearby; the time just before","6","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%B7%9F%E5%89%8D&amp;cache=85202"" class=""pinyin"">gēnqian</a> living with somebody; nearby"
"4444","跟前","","gēnqian","","living with somebody; nearby","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E8%B7%9F%E5%89%8D&amp;cache=85201"" class=""pinyin"">gēnqi&aacute;n</a> in front of; close to; nearby; the time just before"
"4445","跟踪","跟蹤","gēnzōng","(动) verb","to follow somebody's tracks; to tail; to shadow","6","","",""
"4446","跟随","跟隨","gēnsuí","(动) verb","to follow","6","","",""
"4447","跨","Same","kuà","(动) verb","to step across; to stride over; to straddle; to span","6","","",""
"4448","跪","Same","guì","(动) verb","to kneel","6","","",""
"4449","路","Same","lù","(名) noun, (量) measure word","road; journey; route; line (bus etc); sort; kind; (Chinese surname)","2","条","",""
"4450","跳舞","Same","tiàowǔ","(动宾式) verb object","to dance","2","","",""
"4451","跳跃","跳躍","tiàoyuè","(动) verb","to jump; to leap; to bound; to skip","6","","",""
"4452","践踏","踐踏","jiàntà","(动) verb","to trample","6","","",""
"4453","踊跃","踴躍","yǒngyuè","(形) adjective","to leap; to jump; eager; enthusiastically","6","","",""
"4454","踌躇","躊躇","chóuchú","(动) verb","to hesitate","6","","迟疑, 犹豫",""
"4455","踏实","踏實","tāshi","(形) adjective","practical; down-to-earth; realistic; firmly based; steadfast; to have peace of mind; free from anxiety","6","","",""
"4456","踢足球","Same","tī zúqiú","(动宾式) verb object","to play soccer [U.K.: football]","2","","",""
"4457","踩","Same","cǎi","(动) verb","to step on; to tread; to stamp; to press a pedal; to pedal (a bike)","5","","",""
"4458","踪迹","蹤跡","zōngjì","(名) noun","tracks; trail; footprint; trace; vestige","6","","",""
"4459","蹦","Same","bèng","(动) verb","to jump; to bounce; to hop","6","","",""
"4460","蹬","Same","dēng","(动) verb","to step on; to tread on; to wear","6","","",""
"4461","蹲","Same","dūn","(动) verb","to crouch; to squat","5","","",""
"4462","身份","Same","shēnfèn","(名) noun","identity; status; capacity; dignity; position; rank","5","","",""
"4463","身体","身體","shēntǐ","(名) noun","(human) body; health","2","个","",""
"4464","身材","Same","shēncái","(名) noun","stature; build (height and weight); figure","5","","",""
"4465","躲藏","Same","duǒcáng","(动) verb","to hide oneself","5","","",""
"4466","躺","Same","tǎng","(动) verb","to recline; to lie down","4","","",""
"4467","车厢","車廂","chēxiāng","(名) noun","carriage","5","节","",""
"4468","车库","車庫","chēkù","(名) noun","garage","5","间","",""
"4469","轨道","軌道","guǐdào","(名) noun","orbit; railway or tram line; fig. conventional way of thinking","6","","",""
"4470","转变","轉變","zhuǎnbiàn","(形) adjective","to change; to transform; shift; transformation","5","个","",""
"4471","转告","轉告","zhuǎn'gào","(动) verb","to pass on; to communicate; to transmit","5","","",""
"4472","转折","轉折","zhuǎnzhé","(名) noun, (动) verb","shift in the trend of events; plot shift in a book; twists and turns","6","","",""
"4473","转移","轉移","zhuǎnyí","(动) verb","to shift; to divert or distract (attention etc); to change; to transform; metastasis (medicine)","6","","",""
"4474","转让","轉讓","zhuǎnràng","(动) verb","transfer (technology, goods etc); conveyancing (property)","6","","",""
"4475","转达","轉達","zhuǎndá","(动) verb","to pass on; to convey; to communicate","6","","",""
"4476","轮廓","輪廓","lúnkuò","(名) noun","an outline; silhouette","6","","",""
"4477","轮流","輪流","lúnliú","(动) verb, (副) adverb","to alternate; to take turns","5","","",""
"4478","轮胎","輪胎","lúntāi","(名) noun","tire; pneumatic tire","6","","",""
"4479","轮船","輪船","lúnchuán","(名) noun","steamship; steamer; ocean liner; ship","6","艘","",""
"4480","软","軟","ruǎn","(形) adjective","soft; flexible","4","","",""
"4481","软件","軟件","ruǎnjiàn","(名) noun","(computer) software","5","","",""
"4482","轰动","轟動","hōngdòng","(形) adjective","to cause a sensation","6","","",""
"4483","轻","輕","qīng","(形) adjective","light; easy; gentle; soft; reckless; unimportant; frivolous; small in number; unstressed; neutral; to disparage","4","","",""
"4484","轻松","輕鬆","qīngsōng","(形) adjective, (动) verb","gentle; relaxed","4","","",""
"4485","轻而易举","輕而易舉","qīng'éryìjǔ","(副) adverb","easy; with no difficulty","6","","",""
"4486","轻视","輕視","qīngshì","(形) adjective","contempt; contemptuous; to despise; to scorn; scornful","5","","",""
"4487","较量","較量","jiàoliàng","(动) verb","to have a contest with somebody; to cross swords; to measure up against; to compete with; to haggle; to quibble","6","","",""
"4488","辅助","輔助","fǔzhù","(动) verb","to assist; to aid; supplementary; auxiliary; subsidiary","6","","",""
"4489","辅导","輔導","fǔdǎo","(动) verb","to coach; to tutor; to give advice (in study)","5","","",""
"4490","辆","輛","liàng","(量) measure word","measure word for vehicles","3","","",""
"4491","辉煌","輝煌","huīhuáng","(形) adjective","splendid; glorious","6","","",""
"4492","辐射","輻射","fúshè","(名) noun","radiation","6","","",""
"4493","输","輸","shū","(动) verb","to lose; to transport; to donate; to enter (a password)","4","","",""
"4494","输入","輸入","shūrù","(动) verb","to import; to input","5","","",""
"4495","辛勤","Same","xīnqín","(形) adjective","hardworking; industrious","6","","",""
"4496","辛苦","Same","xīnkǔ","(形) adjective","hard; exhausting; with much toil; thanks for your trouble","4","","",""
"4497","辜负","辜負","gūfù","(形) adjective","to fail to live up (to expectations); unworthy (of trust); to let down; to betray (hopes); to disappoint","6","","",""
"4498","辞职","辭職","cízhí","(动) verb","to resign","5","","",""
"4499","辣","Same","là","(形) adjective","hot (spicy); pungent","4","","",""
"4500","辣椒","Same","làjiāo","(名) noun","hot pepper; chili","5","条","",""
"4501","辨认","辨認","biànrèn","(动) verb","to recognize; to identify","6","","",""
"4502","辩护","辯護","biànhù","(动) verb","to speak in defense of; to argue in favor of; to defend; to plead","6","","",""
"4503","辩解","辯解","biànjiě","(动) verb","to explain; to justify; to defend (a point of view etc); to provide an explanation; to try to defend oneself","6","","",""
"4504","辩论","辯論","biànlùn","(动) verb","debate; argument; to argue over","5","场, 次","",""
